movie_Name,user 1,user 2,user 3,user 4,user 5,user 6,user 7,user 8,user 9,user 10
"Cup, The (Phörpa) (1999)",425,45,608,474,434,195,198,438,219,570
Cure (1997),330,570,608,480,425,64,590,45,313,239
"Cure, The (1995)",181,117,58,240,411,559,436,43,136,592
"Curious Case of Benjamin Button, The (2008)",599,288,474,480,219,182,608,489,469,381
Curious George (2006),590,480,469,474,608,600,91,57,217,555
Curly Sue (1991),608,480,68,489,288,380,182,64,590,226
"Curse of Frankenstein, The (1957)",414,288,590,606,480,600,599,68,387,64
Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),414,68,381,608,274,177,249,438,380,480
"Curse of the Jade Scorpion, The (2001)",68,274,64,425,219,249,438,45,182,414
Cursed (2005),249,608,600,226,477,438,469,64,298,474
Cutter's Way (1981),217,57,469,452,160,91,202,577,42,135
Cutthroat Island (1995),94,447,240,174,321,486,584,347,102,56
"Cutting Edge, The (1992)",274,480,64,425,219,182,226,428,91,600
Cyborg (1989),414,68,608,274,380,480,182,590,448,474
Cyrano de Bergerac (1990),274,19,448,307,380,330,217,438,232,298
Cyrus (2010),249,68,414,298,380,599,561,274,608,288
D.A.R.Y.L. (1985),414,68,608,274,380,480,182,590,448,474
D.E.B.S. (2004),414,68,608,274,380,480,182,590,247,62
D.O.A. (1950),414,288,590,606,480,600,599,68,387,64
D.O.A. (1988),608,288,64,68,414,19,590,274,599,480
D2: The Mighty Ducks (1994),68,480,64,425,219,249,438,182,414,226
D3: The Mighty Ducks (1996),232,307,217,249,425,610,19,381,354,608
DC Super Hero Girls: Hero of the Year (2016),247,62,63,525,68,18,328,380,561,475
DOA: Dead or Alive (2006),414,68,608,274,380,480,182,590,448,474
Da Sweet Blood of Jesus (2014),249,274,380,298,305,68,414,560,561,219
"Da Vinci Code, The (2006)",608,425,475,166,469,330,45,91,434,561
Da geht noch was! (2013),177,525,534,381,483,68,232,249,380,21
Dad (1989),330,91,480,425,64,570,608,239,434,266
Dad's Army (1971),249,68,414,298,380,599,561,274,608,288
Dad's Army (2016),249,68,414,298,380,599,561,274,608,288
Daddy Day Camp (2007),480,438,274,239,68,608,381,590,226,425
Daddy Day Care (2003),274,68,608,219,561,610,21,534,414,590
Daddy Long Legs (1919),294,19,368,57,469,555,597,288,160,599
Daddy's Home (2015),561,274,177,352,414,480,560,483,18,219
Daddy's Home 2 (2017),564,159,280,141,41,466,426,490,205,525
"Daddy, I'm A Zombie (2012)",564,111,298,177,249,525,141,232,365,68
Daffy Duck's Quackbusters (1988),414,68,608,274,380,480,182,590,448,474
Dallas Buyers Club (2013),274,380,21,381,448,63,68,434,239,483
"Dam Busters, The (1955)",249,68,414,298,380,599,561,274,608,288
Damage (Fatale) (1992),474,489,132,414,480,68,182,590,391,600
Damien: Omen II (1978),452,368,474,217,135,570,608,489,45,132
Damn Yankees! (1958),414,288,590,606,480,600,599,68,387,64
"Damned United, The (2009)",274,249,68,608,219,561,610,534,414,590
"Damned, The (La Caduta degli dei) (1969)",590,469,480,599,600,474,608,91,274,414
Dampfnudelblues (2013),247,328,18,212,339,103,525,105,305,233
Damsels in Distress (2011),414,68,608,489,274,381,525,177,434,239
Dan in Real Life (2007),608,274,489,525,469,177,200,239,226,64
"Dana Carvey: Straight White Male, 60 (2016)",564,111,298,177,249,525,141,232,365,68
"Dance of Reality, The (Danza de la realidad, La) (2013)",247,328,18,212,339,103,525,105,305,233
Dance of the Dead (2008),249,274,380,298,305,68,414,560,561,219
Dancemaker (1998),535,236,383,208,101,554,251,587,42,540
"Dancer Upstairs, The (2002)",274,448,307,288,453,380,438,232,590,298
Dancer in the Dark (2000),608,307,448,425,380,339,232,368,298,249
"Dancer, Texas Pop. 81 (1998)",599,68,608,480,474,274,182,288,590,448
Dances with Wolves (1990),321,486,574,559,26,604,436,99,56,81
Dane Cook: Troublemaker (2014),249,298,365,68,232,274,177,525,484,564
Dangerous Beauty (1998),599,68,608,480,474,274,288,590,448,307
Dangerous Ground (1997),592,447,240,58,411,174,373,404,43,584
Dangerous Liaisons (1988),274,597,448,307,380,438,232,298,469,219
"Dangerous Lives of Altar Boys, The (2002)",599,68,608,64,219,274,239,438,590,226
"Dangerous Method, A (2011)",221,330,432,156,275,469,417,391,480,233
Dangerous Minds (1995),136,584,512,94,373,592,404,126,566,170
Danny Collins (2015),564,111,298,177,249,525,141,232,365,68
Danny Deckchair (2003),414,68,608,274,380,480,182,606,590,448
Dante's Inferno: An Animated Epic (2010),274,249,68,608,219,561,610,534,414,590
Dante's Peak (1997),456,337,270,350,151,389,44,529,294,269
Darby O'Gill and the Little People (1959),608,480,307,68,160,489,64,590,312,226
Daredevil (2003),64,570,45,249,226,428,91,600,483,580
Daria: Is It College Yet? (2002),339,305,560,62,298,249,41,331,63,18
Daria: Is It Fall Yet? (2000),63,573,434,247,211,400,131,279,18,328
"Darjeeling Limited, The (2007)",608,177,274,380,328,64,21,45,305,438
Dark Blue (2003),68,608,274,438,380,232,480,182,298,177
Dark Blue World (Tmavomodrý svet) (2001),599,68,608,480,474,274,288,590,448,307
Dark City (1998),68,480,425,438,45,226,489,600,590,380
"Dark Crystal, The (1982)",570,425,438,249,144,226,354,428,483,434
Dark Days (2000),414,288,590,606,480,600,599,68,249,387
"Dark Half, The (1993)",217,555,294,608,57,160,469,288,45,91
"Dark Knight Rises, The (2012)",239,608,220,274,581,330,470,446,438,570
"Dark Knight, The (2008)",300,439,494,230,608,557,469,580,470,399
Dark Passage (1947),414,288,590,606,480,600,599,68,387,64
Dark Places (2015),249,68,414,298,380,599,561,274,608,288
Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),339,305,560,62,298,249,41,331,63,18
Dark Shadows (2012),414,68,608,274,18,339,380,480,182,525
Dark Skies (2013),249,274,380,298,305,68,414,560,561,219
Dark Star (1974),414,68,608,274,380,480,182,590,448,474
Dark Tide (2012),249,68,414,298,380,599,561,274,608,288
Dark Victory (1939),414,288,590,606,480,600,599,68,387,64
Dark Water (2005),414,249,68,608,274,226,610,64,534,381
Dark Water (Honogurai mizu no soko kara) (2002),414,288,590,606,480,600,599,68,387,64
Darkest Hour (2017),68,608,274,438,380,232,480,182,298,177
"Darkest Hour, The (2011)",249,274,380,298,305,68,414,560,561,219
Darkman (1990),249,608,274,380,298,305,182,590,68,448
"Darkman II: Return of Durant, The (1995)",414,68,608,274,380,480,182,590,448,474
Darkness (2002),414,68,608,274,177,226,64,438,380,480
Darkness Falls (2003),249,600,226,608,380,477,438,64,298,305
Darkon (2006),414,68,608,274,380,480,182,590,448,474
Darwin's Nightmare (2004),221,330,156,275,469,391,480,570,166,474
"Das Experiment (Experiment, The) (2001)",249,414,239,480,425,166,434,330,274,610
Date Movie (2006),380,298,610,305,274,534,480,68,62,600
Date Night (2010),414,599,477,438,380,328,573,483,561,68
Date and Switch (2014),249,68,414,298,380,599,561,274,608,288
Date with an Angel (1987),274,217,555,294,448,307,288,380,438,57
Daughters of the Dust (1991),597,469,202,275,391,156,182,474,57,414
Dave (1993),126,347,56,46,379,447,94,512,470,485
Dave Chappelle: Deep in the Heart of Texas (2017),339,305,560,62,298,249,41,331,63,18
Dave Chappelle: Equanimity (2017),249,298,365,68,232,274,177,525,484,564
Dave Chappelle: For What it's Worth (2004),339,249,305,298,560,365,41,331,63,18
Dave Chappelle: Killin' Them Softly (2000),339,305,560,62,298,249,41,331,63,18
Dave Chappelle: The Age of Spin (2017),249,298,365,68,232,274,177,525,484,564
Dave Chappelle: The Bird Revelation (2017),249,298,365,68,232,274,177,525,484,564
David Cross: Making America Great Again (2016),68,177,381,328,483,509,200,357,247,141
"Davy Crockett, King of the Wild Frontier (1955)",590,414,480,68,469,474,608,600,91,274
Dawn of the Dead (1978),425,249,144,45,608,370,282,381,220,438
Dawn of the Dead (2004),425,438,45,182,249,381,220,428,600,483
Dawn of the Planet of the Apes (2014),38,608,274,434,404,328,239,446,305,58
Day & Night (2010),414,489,249,64,200,608,274,610,534,381
"Day After Tomorrow, The (2004)",64,45,182,226,220,428,91,600,483,590
"Day After, The (1983)",414,68,608,274,380,480,182,590,448,474
Day Watch (Dnevnoy dozor) (2006),249,274,608,298,590,305,381,483,177,68
"Day at the Races, A (1937)",414,249,288,590,606,480,298,380,600,561
Day for Night (La Nuit Américaine) (1973),564,111,298,177,249,525,141,232,365,68
Day of Wrath (Vredens dag) (1943),414,288,590,606,480,600,599,68,64,91
"Day of the Beast, The (Día de la Bestia, El) (1995)",68,489,480,608,381,219,590,525,274,177
Day of the Dead (1985),249,570,608,226,438,298,45,305,313,381
"Day of the Doctor, The (2013)",274,68,177,608,381,219,610,328,112,483
"Day of the Jackal, The (1973)",414,288,590,580,606,480,600,599,434,68
"Day of the Locust, The (1975)",446,321,570,347,489,584,425,592,117,559
"Day the Earth Stood Still, The (1951)",414,232,68,132,608,381,177,200,239,438
"Day the Earth Stood Still, The (2008)",274,448,380,21,298,305,438,434,580,68
Daybreakers (2010),249,307,434,239,21,477,590,200,380,608
Daylight (1996),350,492,597,202,294,249,21,337,277,274
Days of Being Wild (A Fei jingjyuhn) (1990),249,560,305,18,298,68,62,483,610,105
Days of Heaven (1978),68,608,274,597,380,480,469,590,448,307
Days of Thunder (1990),68,16,608,274,486,400,314,249,266,549
Days of Wine and Roses (1962),414,288,590,606,480,600,599,68,387,64
"Daytrippers, The (1996)",68,608,274,597,438,380,232,480,298,469
Dazed and Confused (1993),64,438,570,249,381,428,91,600,483,489
De platte jungle (1978),249,560,305,18,298,68,62,483,610,105
De-Lovely (2004),593,144,200,64,425,453,480,357,330,570
Dead Again (1991),330,434,425,144,376,239,166,91,249,368
Dead Alive (Braindead) (1992),249,226,381,380,438,483,298,305,313,177
Dead Calm (1989),597,217,294,448,380,452,438,160,469,249
Dead End (2003),249,274,608,298,590,305,381,483,177,68
Dead Fury (2008),564,111,298,177,249,525,141,232,365,68
"Dead Hate the Living!, The (2000)",564,111,298,177,249,525,141,232,365,68
Dead Heat (1988),249,274,380,298,305,68,414,560,561,219
Dead Like Me: Life After Death (2009),381,177,509,556,200,483,600,68,380,274
Dead Man (1995),249,239,425,597,274,166,434,380,330,298
Dead Man Walking (1995),179,458,446,126,240,411,373,379,56,94
Dead Man on Campus (1998),474,182,600,294,226,249,68,438,232,177
Dead Man's Shoes (2004),249,274,380,298,305,68,414,560,561,219
Dead Meat (2004),564,111,298,177,249,525,141,232,365,68
Dead Men Don't Wear Plaid (1982),249,266,307,438,232,480,298,380,561,274
Dead Poets Society (1989),15,376,486,94,347,254,559,608,314,386
"Dead Pool, The (1988)",549,68,231,608,274,610,534,381,164,438
Dead Presidents (1995),126,379,56,512,386,498,485,340,26,81
Dead Ringers (1988),274,448,266,307,453,380,438,232,298,469
Dead Silence (2007),249,274,608,298,590,305,381,483,177,68
Dead Snow (Død snø) (2009),608,249,307,590,226,21,380,477,438,339
Dead Snow 2: Red vs. Dead (2014) ,249,274,21,380,298,305,68,483,292,475
"Dead Zone, The (1983)",68,489,274,597,381,294,525,177,434,239
Dead of Night (1945),446,321,570,347,489,584,425,592,117,559
Dead or Alive 2: Tôbôsha (2000),249,274,380,298,305,68,414,560,561,219
Dead or Alive: Final (2002),414,68,608,274,380,480,182,590,448,474
Dead or Alive: Hanzaisha (1999),608,249,307,590,226,381,380,477,438,483
DeadHeads (2011),564,111,298,177,249,525,141,232,365,68
Deadfall (2012),249,68,414,298,380,599,561,274,608,288
Deadly Friend (1986),414,68,217,608,274,294,380,57,480,182
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),249,274,380,298,305,68,414,560,561,219
Deadpool (2016),608,177,274,254,439,434,239,366,497,438
Deadpool 2 (2018),274,608,219,610,339,414,298,381,599,232
Deadtime Stories (1987),217,555,294,608,57,160,469,288,45,91
"Deal, The (2008)",249,68,414,298,380,599,561,274,608,288
Dear Diary (Caro Diario) (1994),474,489,132,414,480,68,182,590,391,600
Dear Frankie (2004),274,414,381,288,219,438,249,380,590,606
Dear God (1996),492,389,270,529,337,269,364,120,151,350
Dear John (2010),10,177,525,143,280,509,73,111,104,564
Dear Wendy (2005),599,68,608,64,219,274,239,438,474,590
Dear Zachary: A Letter to a Son About His Father (2008),608,380,219,232,414,599,330,477,438,298
Death Becomes Her (1992),68,274,480,64,425,219,438,182,226,428
Death Note (2017),274,249,68,608,219,561,610,534,414,590
Death Note Rewrite: Genshisuru Kami (2007),274,249,68,608,219,561,610,534,414,590
Death Note: Desu nôto (2006–2007),339,305,560,62,298,249,41,331,63,18
Death Proof (2007),608,21,339,570,177,166,438,230,182,132
Death Race (2008),599,608,480,474,182,288,226,21,590,448
Death Race 2 (2010),274,298,68,62,608,219,561,18,610,21
Death Race 2000 (1975),249,21,380,573,590,483,561,68,292,469
Death Sentence (2007),432,417,233,76,490,247,326,41,317,443
Death Smiles on a Murderer (1973),328,590,288,561,357,68,247,469,330,226
Death Wish (1974),294,19,57,469,452,160,91,603,391,577
Death Wish (2018),328,590,288,561,357,68,247,469,330,226
Death Wish 2 (1982),294,19,597,452,160,469,202,275,391,156
Death Wish 3 (1985),294,19,57,469,452,160,91,202,577,42
Death Wish 4: The Crackdown (1987),294,19,368,57,469,555,597,288,160,599
Death Wish 5: The Face of Death (1994),294,19,368,57,469,555,597,288,160,599
Death and the Maiden (1994),446,136,411,373,117,46,94,109,512,470
Death at a Funeral (2007),480,608,600,219,590,414,274,434,239,177
Death at a Funeral (2010),249,68,414,298,380,599,561,274,608,288
Death in Venice (Morte a Venezia) (1971),275,474,469,597,489,330,132,414,480,57
Death of a Cyclist (Muerte de un ciclista) (1955),249,560,305,18,298,68,62,483,610,105
Death of a President (2006),399,166,434,247,223,474,370,178,239,593
Death of a Salesman (1985),414,68,608,274,380,480,182,590,448,474
Death on the Nile (1978),249,68,414,298,380,599,561,274,608,288
Death to Smoochy (2002),64,438,68,226,608,489,232,610,453,380
Deathgasm (2015),148,247,291,205,475,459,466,582,426,581
"Deaths of Ian Stone, The (2007)",249,274,380,298,305,68,414,560,561,219
Deathtrap (1982),156,391,603,290,597,221,202,198,182,410
"Debt, The (2011)",414,68,608,274,380,480,182,590,448,474
"Decade Under the Influence, A (2003)",414,425,288,45,313,239,434,57,590,144
"Decalogue, The (Dekalog) (1989)",339,305,560,62,298,249,41,331,63,18
Deceiver (1997),294,19,368,57,469,555,597,288,160,599
December Boys (2007),599,68,608,480,474,274,182,288,590,448
"Decline of Western Civilization Part II: The Metal Years, The (1988)",590,469,480,599,600,474,608,91,274,414
"Decline of Western Civilization, The (1981)",399,59,572,16,290,322,17,221,330,434
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",474,489,132,414,480,68,182,590,391,600
Deconstructing Harry (1997),608,307,266,434,438,380,232,298,469,217
"Decoy Bride, The (2011)",292,177,475,525,561,534,381,18,483,68
Dedication (2007),599,68,608,480,474,274,182,288,590,448
Deep Blue Sea (1999),239,132,608,62,580,610,166,200,21,534
"Deep End of the Ocean, The (1999)",474,489,132,414,480,68,182,590,391,600
"Deep End, The (2001)",414,288,590,606,480,580,219,600,599,68
Deep Impact (1998),132,608,274,19,314,21,177,200,239,226
Deep Red (Profondo rosso) (1975),249,274,380,298,305,474,68,469,414,560
Deep Rising (1998),414,330,438,239,381,68,294,19,570,608
Deepwater Horizon (2016),274,249,68,608,219,561,610,534,414,590
"Deer Hunter, The (1978)",220,438,239,282,254,230,608,232,425,68
Defending Your Life (1991),414,68,608,274,313,368,380,480,182,266
Defiance (2008),274,381,480,177,18,561,219,105,610,298
"Defiant Ones, The (1958)",414,288,590,606,480,600,599,68,387,64
"Definitely, Maybe (2008)",599,474,274,381,182,288,590,475,307,610
Delhi Belly (2011),564,111,298,177,249,525,141,232,365,68
Delicatessen (1991),608,307,219,198,438,525,434,239,509,425
Delirious (1991),68,608,274,438,380,232,480,182,298,177
Delirium (2014),487,426,77,490,301,418,247,601,581,466
Deliver Us from Evil (2006),414,288,590,606,480,600,599,68,387,64
Deliver Us from Evil (2014),249,274,380,298,305,68,414,560,561,219
Deliverance (1972),68,480,144,400,219,608,603,489,381,177
Delivery Man (2013),380,298,68,610,305,534,274,62,18,448
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),446,321,570,347,489,584,425,592,117,559
"Delta Force, The (1986)",414,68,608,274,380,480,182,590,448,474
Delta of Venus (1995),480,391,330,182,434,64,28,425,469,590
Demolition (2016),249,68,414,475,298,596,380,551,599,561
Demolition Man (1993),133,468,458,530,242,102,56,170,8,379
"Den, The (2013)",249,274,380,298,305,68,414,560,561,219
Denis Leary: No Cure for Cancer (1993),249,298,365,68,232,274,177,525,484,564
Denise Calls Up (1995),19,217,288,294,469,597,160,57,313,414
Dennis the Menace (1993),68,480,64,425,219,438,45,232,182,414
"Dennis the Menace Christmas, A (2007)",534,249,292,475,561,380,62,68,18,141
"Dentist, The (1996)",608,68,380,219,480,232,414,307,590,249
"Departed, The (2006)",439,144,494,231,608,220,230,425,557,469
Departures (Okuribito) (2008),249,18,339,274,561,610,380,62,414,480
Der Herr Karl (1961),247,328,18,212,339,103,525,105,305,233
Derailed (2002),249,274,380,298,305,68,414,560,561,219
Derailed (2005),68,608,274,610,534,381,438,305,232,480
"Dernier Combat, Le (Last Battle, The) (1983)",608,480,414,64,453,599,91,68,391,425
Dersu Uzala (1975),414,198,597,305,288,105,330,590,606,480
"Descendants, The (2011)",249,608,274,380,64,298,305,438,182,425
Descent (2007),274,480,68,600,226,608,64,414,489,599
"Descent, The (2005)",608,64,239,249,438,590,425,330,381,307
Desert Hearts (1985),247,62,63,525,68,18,328,380,561,475
Desierto (2016),249,68,414,298,380,599,561,274,608,288
Designing Woman (1957),414,288,590,606,480,600,599,68,387,64
Desk Set (1957),489,469,608,132,414,480,221,357,68,275
Desperado (1995),446,411,117,447,240,176,321,94,512,347
Desperate Living (1977),221,330,156,275,469,391,480,570,166,474
Desperate Measures (1998),599,68,608,480,474,274,294,19,288,57
Desperately Seeking Susan (1985),608,249,198,266,438,380,232,469,217,298
Despicable Me (2010),608,274,380,154,305,438,182,64,590,247
Despicable Me 2 (2013),330,354,414,380,177,352,573,166,64,599
Despicable Me 3 (2017),249,298,365,68,232,274,41,484,564,73
Despite the Falling Snow (2016),249,68,414,298,380,599,561,274,608,288
Destiny Turns on the Radio (1995),136,584,353,599,411,68,46,38,373,604
Destry Rides Again (1939),414,381,525,232,288,483,274,509,249,328
Detachment (2011),339,305,560,62,298,249,41,331,63,18
