user_ID,movie 1,movie 2,movie 3,movie 4,movie 5,movie 6,movie 7,movie 8,movie 9,movie 10,movie 11,movie 12,movie 13,movie 14,movie 15,movie 16,movie 17,movie 18,movie 19,movie 20,movie 21,movie 22,movie 23,movie 24,movie 25
178,Formula 51 (2001),Dark Days (2000),"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Finding Nemo (2003),Hot Fuzz (2007),Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),"Circus, The (1928)",Indiana Jones and the Last Crusade (1989),Indiana Jones and the Temple of Doom (1984),Blue Car (2002),"Dancer Upstairs, The (2002)",Love Liza (2002),Standing in the Shadows of Motown (2002),Sin City (2005),Aliens (1986),Die Hard (1988),Total Recall (1990),Alien (1979),Mrs. Doubtfire (1993),Back to the Future Part II (1989),Batman Begins (2005),Outbreak (1995),Kill Bill: Vol. 2 (2004),Kill Bill: Vol. 1 (2003),Mission: Impossible (1996)
179,"Terminator, The (1984)",Home Alone (1990),Monty Python and the Holy Grail (1975),Sleepless in Seattle (1993),Schindler's List (1993),Reservoir Dogs (1992),Aliens (1986),Indiana Jones and the Last Crusade (1989),Saving Private Ryan (1998),Federal Hill (1994),Poetic Justice (1993),Rent-a-Kid (1995),Bliss (1997),"Haunted World of Edward D. Wood Jr., The (1996)",Jefferson in Paris (1995),Nothing Personal (1995),"Cure, The (1995)",Gordy (1995),Reckless (1995),Last Dance (1996),"Walking Dead, The (1995)",Spirits of the Dead (1968),"Sum of Us, The (1994)",Georgia (1995),I Like It Like That (1994)
180,Star Wars: Episode VI - Return of the Jedi (1983),Indiana Jones and the Last Crusade (1989),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Shrek (2001),Star Wars: Episode I - The Phantom Menace (1999),"Lord of the Rings: The Two Towers, The (2002)","Terminator, The (1984)",Monty Python's Life of Brian (1979),Gladiator (2000),Alien (1979),Spider-Man (2002),Back to the Future (1985),Forrest Gump (1994),Kill Bill: Vol. 1 (2003),Aliens (1986),Die Hard (1988),Batman Begins (2005),Kill Bill: Vol. 2 (2004),"Monsters, Inc. (2001)",Inception (2010),Independence Day (a.k.a. ID4) (1996),Men in Black (a.k.a. MIB) (1997),Minority Report (2002),"Shawshank Redemption, The (1994)",Indiana Jones and the Temple of Doom (1984)
181,Gordy (1995),Jefferson in Paris (1995),"Cure, The (1995)",Nothing Personal (1995),Reckless (1995),I Like It Like That (1994),"Walking Dead, The (1995)",Poetic Justice (1993),Three Wishes (1995),Spirits of the Dead (1968),Rent-a-Kid (1995),"Shawshank Redemption, The (1994)",Cliffhanger (1993),Bambi (1942),Terminator 2: Judgment Day (1991),Star Trek: Generations (1994),Dave (1993),Schindler's List (1993),Fargo (1996),Reservoir Dogs (1992),Alice in Wonderland (1951),Apollo 13 (1995),Interview with the Vampire: The Vampire Chronicles (1994),Saving Private Ryan (1998),"Gas, Food, Lodging (1992)"
182,All the King's Men (2006),Final Destination 3 (2006),Nowhere in Africa (Nirgendwo in Afrika) (2001),"Babe, The (1992)","Sword of Doom, The (Dai-bosatsu tôge) (1966)",Stevie (2002),Stone Reader (2002),"Notorious Bettie Page, The (2005)",Northfork (2003),Desk Set (1957),"Incredibly True Adventure of Two Girls in Love, The (1995)","Promise, The (La promesse) (1996)",La Cérémonie (1995),"Hills Have Eyes, The (1977)",Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Indian Summer (1993),View from the Top (2003),"Wind That Shakes the Barley, The (2006)",Transporter 2 (2005),"Island, The (2005)",Suburban Commando (1991),Notorious C.H.O. (2002),Nicholas Nickleby (2002),Chaplin (1992),"Tall Guy, The (1989)"
183,Live and Let Die (1973),Puppet Master 5: The Final Chapter (1994),Puppet Master II (1991),Body Parts (1991),Halloween 4: The Return of Michael Myers (1988),"Man with the Golden Arm, The (1955)",Band of the Hand (1986),Caligula (1979),Private School (1983),Carnosaur 3: Primal Species (1996),"Gate, The (1987)","Unforgettable Summer, An (Un été inoubliable) (1994)",Puppet Master 4 (1993),Denise Calls Up (1995),On Her Majesty's Secret Service (1969),Clear and Present Danger (1994),Stargate (1994),Die Hard: With a Vengeance (1995),Batman Forever (1995),Back to the Future (1985),X2: X-Men United (2003),Spider-Man (2002),Mrs. Doubtfire (1993),Ace Ventura: Pet Detective (1994),Dances with Wolves (1990)
184,Frankenweenie (2012),Manufactured Landscapes (2006),World on a Wire (Welt am Draht) (1973),Cosmos,Mulholland Dr. (1999),Nymphomaniac: Volume I (2013),It's Kind of a Funny Story (2010),Harry Potter and the Prisoner of Azkaban (2004),Harry Potter and the Goblet of Fire (2005),Star Wars: The Last Jedi (2017),Dark Days (2000),Killer Elite (2011),Leaves of Grass (2009),Moonlight,Fat City (1972),First Reformed (2017),I Am Not Your Negro (2017),Who Killed Chea Vichea? (2010),"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Rude Boy (1980),Quest (2017),1900 (Novecento) (1976),God's Not Dead (2014),The Rabbi's Cat (Le chat du rabbin) (2011),What Time Is It There? (Ni neibian jidian) (2001)
185,How to Kill Your Neighbor's Dog (2000),"Safety of Objects, The (2001)",Subway (1985),Heavy Metal 2000 (2000),People I Know (2002),Cradle 2 the Grave (2003),Problem Child (1990),Native Son (1986),Duma (2005),Mogambo (1953),"Navigator, The (1924)",Picnic (1955),Rio Grande (1950),"Secret Lives of Dentists, The (2002)",Journeys with George (2002),Jonah: A VeggieTales Movie (2002),Born Free (1966),Designing Woman (1957),"Jolson Story, The (1946)","Philadelphia Experiment, The (1984)","Secret Life of Walter Mitty, The (1947)",Johnny Eager (1942),"Song of Bernadette, The (1943)",Lover Come Back (1961),"Divorcee, The (1930)"
186,Wallace & Gromit: A Close Shave (1995),Notes on a Scandal (2006),Pacific Heights (1990),"International, The (2009)",Sarah Silverman: Jesus Is Magic (2005),Paper Clips (2004),Dear Frankie (2004),"Place in the Sun, A (1951)",Going My Way (1944),Reds (1981),Eddie and the Cruisers (1983),Written on the Wind (1956),"Whole Wide World, The (1996)",Boiling Point (1993),Puppet Master III: Toulon's Revenge (1991),Young Doctors in Love (1982),Monkey Shines (1988),Switchback (1997),"Good Thief, The (2002)",Galaxy of Terror (Quest) (1981),Looker (1981),Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Alien Contamination (1980),Dreamer: Inspired by a True Story (2005),Lonely Are the Brave (1962)
187,"Shape of Things, The (2003)",Subway (1985),Heavy Metal 2000 (2000),How to Kill Your Neighbor's Dog (2000),"Safety of Objects, The (2001)",Sheena (1984),"Story of O, The (Histoire d'O) (1975)","Night in the Life of Jimmy Reardon, A (1988)","Hot Spot, The (1990)",Undisputed (2002),Control Room (2004),Gunner Palace (2004),"Strangers, The (2008)",Raising Helen (2004),Max (2002),Bad Taste (1987),Akeelah and the Bee (2006),Gangster No. 1 (2000),Mad Dog and Glory (1993),My First Mister (2001),Spider (2002),Crossroads (1986),Love Liza (2002),Blue Car (2002),"Dancer Upstairs, The (2002)"
188,"Long Goodbye, The (1973)",Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Jurassic Park (1993),Burglar (1987),Baby Boom (1987),Kind Hearts and Coronets (1949),Kitchen Stories (Salmer fra kjøkkenet) (2003),"Silence of the Lambs, The (1991)",Braveheart (1995),"Lodger: A Story of the London Fog, The (1927)",Gigi (1958),Apollo 13 (1995),"Matrix, The (1999)","French Lieutenant's Woman, The (1981)",Besieged (a.k.a. L' Assedio) (1998),Au Hasard Balthazar (1966),"Unvanquished, The (Aparajito) (1957)",Day of Wrath (Vredens dag) (1943),Send Me No Flowers (1964),Desk Set (1957),"Paradine Case, The (1947)",Pat and Mike (1952),Secret Ballot (Raye makhfi) (2001),"Woman of Paris, A (1923)"
189,Pulp Fiction (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003),WALL·E (2008),Avatar (2009),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Shrek (2001),Saving Private Ryan (1998),Inglourious Basterds (2009),"Bourne Supremacy, The (2004)",Spider-Man (2002),Sin City (2005),American History X (1998),Seven (a.k.a. Se7en) (1995),Minority Report (2002),Iron Man (2008),American Beauty (1999),"Prestige, The (2006)",Back to the Future (1985),Mrs. Doubtfire (1993),Kill Bill: Vol. 2 (2004),Shutter Island (2010),Monty Python and the Holy Grail (1975),Jurassic Park (1993),"Fugitive, The (1993)","Lion King, The (1994)"
190,"Dark Knight, The (2008)",Forrest Gump (1994),Pulp Fiction (1994),X-Men: The Last Stand (2006),Spider-Man 2 (2004),Star Wars: Episode III - Revenge of the Sith (2005),"Silence of the Lambs, The (1991)","Bourne Identity, The (2002)",Shrek 2 (2004),Pirates of the Caribbean: Dead Man's Chest (2006),X-Men (2000),"Lord of the Rings: The Return of the King, The (2003)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Dark Knight Rises, The (2012)",Inglourious Basterds (2009),"Usual Suspects, The (1995)",American History X (1998),Spider-Man (2002),Men in Black (a.k.a. MIB) (1997),Star Wars: Episode I - The Phantom Menace (1999),The Hunger Games: Catching Fire (2013),Shutter Island (2010),Ratatouille (2007),Braveheart (1995),"Matrix Reloaded, The (2003)"
191,Normal Life (1996),Duel in the Sun (1946),New Rose Hotel (1998),"Savage Nights (Nuits fauves, Les) (1992)",Red Sorghum (Hong gao liang) (1987),Killer's Kiss (1955),Heartburn (1986),Gothic (1986),Catwalk (1996),Sugar Town (1999),Walking and Talking (1996),Tex (1982),My Best Fiend (Mein liebster Feind) (1999),Guinevere (1999),Before the Rain (Pred dozhdot) (1994),Tom & Viv (1994),Mrs. Parker and the Vicious Circle (1994),In a Lonely Place (1950),"Official Story, The (La historia oficial) (1985)",Of Human Bondage (1934),Into the Arms of Strangers: Stories of the Kindertransport (2000),Infinity (1996),"Oh, God! Book II (1980)",Fail-Safe (1964),Unknown White Male (2005)
192,Batman (1989),"Fugitive, The (1993)",Speed (1994),Die Hard: With a Vengeance (1995),Batman Forever (1995),"Shawshank Redemption, The (1994)",Independence Day (a.k.a. ID4) (1996),Ace Ventura: Pet Detective (1994),Cliffhanger (1993),Waterworld (1995),Aladdin (1992),"Mask, The (1994)",Terminator 2: Judgment Day (1991),Crimson Tide (1995),Star Trek: Generations (1994),Schindler's List (1993),Fargo (1996),Reservoir Dogs (1992),Pretty Woman (1990),Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode IV - A New Hope (1977),Interview with the Vampire: The Vampire Chronicles (1994),Toy Story (1995),Saving Private Ryan (1998),Goodfellas (1990)
193,Louis C.K.: Hilarious (2010),"Matrix, The (1999)",Two Brothers (Deux frères) (2004),Fail-Safe (1964),"Farmer's Daughter, The (1947)","Hunting of the President, The (2004)",Sands of Iwo Jima (1949),I Love You Again (1940),I Capture the Castle (2003),Tupac: Resurrection (2003),"U.S. vs. John Lennon, The (2006)",Beat the Devil (1953),Suddenly (1954),"Country Girl, The (1954)","Court Jester, The (1956)",Mr. Destiny (1990),Cousins (1989),Mr. Blandings Builds His Dream House (1948),Sunrise: A Song of Two Humans (1927),"Farewell to Arms, A (1932)","Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),Indiana Jones and the Last Crusade (1989),Three Colors: White (Trzy kolory: Bialy) (1994),Star Wars: Episode I - The Phantom Menace (1999)
194,Mary Poppins (1964),War of the Worlds (2005),Butch Cassidy and the Sundance Kid (1969),Star Wars: Episode III - Revenge of the Sith (2005),Rear Window (1954),X-Men: The Last Stand (2006),"Fifth Element, The (1997)","Matrix Revolutions, The (2003)",Minority Report (2002),Star Wars: Episode II - Attack of the Clones (2002),Unbreakable (2000),Rushmore (1998),Splash (1984),Spider-Man 2 (2004),Starship Troopers (1997),"Lord of the Rings: The Return of the King, The (2003)","Grifters, The (1990)",X2: X-Men United (2003),"Lord of the Rings: The Two Towers, The (2002)",Lethal Weapon (1987),V for Vendetta (2006),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Ferris Bueller's Day Off (1986),Master and Commander: The Far Side of the World (2003),Mission: Impossible III (2006)
195,Pacific Heights (1990),"Monsters, Inc. (2001)",Paradise Now (2005),Gross Anatomy (a.k.a. A Cut Above) (1989),Nowhere in Africa (Nirgendwo in Afrika) (2001),Heaven (2002),18 Again! (1988),"Pirate Movie, The (1982)",My Demon Lover (1987),"Door in the Floor, The (2004)",Delta of Venus (1995),Margot at the Wedding (2007),Who Is Cletis Tout? (2001),Dark Blue World (Tmavomodrý svet) (2001),Jesus' Son (1999),Nicholas Nickleby (2002),Real Women Have Curves (2002),All the Real Girls (2003),Northfork (2003),Beloved (1998),"Serpent and the Rainbow, The (1988)",American Ninja (1985),Stone Reader (2002),Raising Victor Vargas (2002),"Tall Guy, The (1989)"
196,Aladdin (1992),Beauty and the Beast (1991),WALL·E (2008),"Mask, The (1994)",Avatar (2009),Clear and Present Danger (1994),Mrs. Doubtfire (1993),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Edge of Tomorrow (2014),"Lord of the Rings: The Return of the King, The (2003)",Fight Club (1999),Iron Man 2 (2010),Inception (2010),American Beauty (1999),Hellboy (2004),Blade Runner (1982),Die Hard: With a Vengeance (1995),Batman Begins (2005),Die Hard 2 (1990),Shrek (2001),Seven (a.k.a. Se7en) (1995),Minority Report (2002),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Deadpool (2016)
197,Jurassic Park (1993),Braveheart (1995),My Own Private Idaho (1991),Indiana Jones and the Last Crusade (1989),Speed (1994),Indiana Jones and the Temple of Doom (1984),"Fugitive, The (1993)",Aliens (1986),Die Hard (1988),"Lord of the Rings: The Two Towers, The (2002)",Men in Black (a.k.a. MIB) (1997),Alien (1979),Ace Ventura: Pet Detective (1994),Star Wars: Episode VI - Return of the Jedi (1983),RoboCop (1987),In This World (2002),"Mark of Zorro, The (1940)",Elephant (2003),Star Wars: Episode II - Attack of the Clones (2002),Independence Day (a.k.a. ID4) (1996),True Lies (1994),Cliffhanger (1993),Mrs. Doubtfire (1993),"Fifth Element, The (1997)",X-Men (2000)
198,"Anniversary Party, The (2001)",Crossroads (1986),Gerry (2002),"Man Who Cried, The (2000)",Train of Life (Train de vie) (1998),Vatel (2000),"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Legal Eagles (1986),Prelude to a Kiss (1992),Punchline (1988),Cheech & Chong's The Corsican Brothers (1984),"Toy, The (1982)","Woman in Red, The (1984)",Just One of the Guys (1985),Dark Blue (2003),Gangster No. 1 (2000),Mad Dog and Glory (1993),My First Mister (2001),Humpday (2009),"Patrik Age 1.5 (Patrik 1,5) (2008)",Maybe Baby (2000),Bedrooms & Hallways (1998),Girls! Girls! Girls! (1962),"Circle, The (Dayereh) (2000)",Love in the Afternoon (1957)
199,Ponette (1996),Paradise Now (2005),Gross Anatomy (a.k.a. A Cut Above) (1989),"History Boys, The (2006)",Nowhere in Africa (Nirgendwo in Afrika) (2001),"Notorious Bettie Page, The (2005)",Real Women Have Curves (2002),18 Again! (1988),Northfork (2003),My Demon Lover (1987),"Tall Guy, The (1989)",Biloxi Blues (1988),Raising Victor Vargas (2002),"Cat's Meow, The (2002)",Heaven (2002),"Pirate Movie, The (1982)",Stevie (2002),Nicholas Nickleby (2002),All the Real Girls (2003),Transporter 2 (2005),"Boy Who Could Fly, The (1986)",Normal Life (1996),This Is My Father (1998),Hurricane Streets (1997),To Each His Own (1946)
200,We Own the Night (2007),Fubar (2002),Charlie Countryman (2013),Shattered (1991),Infini (2015),Winter's Tale (2014),African Cats (2011),Shark Night 3D (2011),Sharknado 4: The 4th Awakens (2016),"McFarland, USA (2015)",Dying of the Light (2014),The Angry Birds Movie (2016),Me Him Her (2015),The Adderall Diaries (2015),Echelon Conspiracy (2009),Inhale (2010),Mojave (2015),Cherrybomb (2009),The Beast of Hollow Mountain (1956),Vigilante Diaries (2016),The Big Bus (1976),Catch a Fire (2006),Starship Troopers 2: Hero of the Federation (2004),"Grey Zone, The (2001)","Reaping, The (2007)"
201,RoboCop (1987),Clear and Present Danger (1994),Giant (1956),Die Hard: With a Vengeance (1995),Die Hard (1988),Alien (1979),Ace Ventura: Pet Detective (1994),Cliffhanger (1993),Lethal Weapon (1987),Braveheart (1995),Star Wars: Episode II - Attack of the Clones (2002),Home Alone (1990),Blade Runner (1982),"Godfather: Part II, The (1974)",Farewell My Concubine (Ba wang bie ji) (1993),"Godfather, The (1972)",Predator (1987),Sleepless in Seattle (1993),Schindler's List (1993),Spider-Man (2002),Addams Family Values (1993),Agnes of God (1985),Celebrity (1998),Suspicion (1941),Terms of Endearment (1983)
202,Jennifer 8 (1992),Billy Jack (1971),Running Scared (1980),Last Night (1998),"Runaways, The (2010)",They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),CQ (2001),"Man from Elysian Fields, The (2001)",Three Fugitives (1989),Running With Scissors (2006),Everybody's Famous! (Iedereen beroemd!) (2000),Skin Deep (1989),Bugsy (1991),Eve of Destruction (1991),Plunkett & MaCleane (1999),Last Orders (2001),Ararat (2002),Molly's Game (2017),Lonely Are the Brave (1962),Switchback (1997),Talent for the Game (1991),Head On (1998),Nevada Smith (1966),Brigham City (2001),Tom Horn (1980)
203,Dr. No (1962),Forrest Gump (1994),Star Wars: Episode V - The Empire Strikes Back (1980),Finding Nemo (2003),"Incredibles, The (2004)",Avatar (2009),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Cliffhanger (1993),Saving Private Ryan (1998),"Sixth Sense, The (1999)","Silence of the Lambs, The (1991)",WALL·E (2008),Shrek 2 (2004),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Dawn of the Planet of the Apes (2014),"Firm, The (1993)","Usual Suspects, The (1995)","Beautiful Mind, A (2001)",Men in Black (a.k.a. MIB) (1997),Crank: High Voltage (2009),Assault on Precinct 13 (2005),Eagle Eye (2008),Schindler's List (1993),Up (2009)
204,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),Stan Helsing (2009),Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Zebraman (2004),Devil (2010),Dead or Alive: Hanzaisha (1999),Undead (2003),2001 Maniacs (2005),"Texas Chainsaw Massacre: The Beginning, The (2006)",Southland Tales (2006),"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Bride Wars (2009),Futurama: Bender's Big Score (2007),Trick 'r Treat (2007),Helter Skelter (2004),Night of the Living Dead (1990),Special (2006),Masterminds (1997),Dr. Giggles (1992),Suspect Zero (2004),Teeth (2007),"Dentist, The (1996)",Primeval (2007),Bats (1999),Shrooms (2007)
205,"Lord of the Rings: The Two Towers, The (2002)",Kill Bill: Vol. 2 (2004),Star Wars: Episode V - The Empire Strikes Back (1980),My Boyfriend's Back (1993),Tully (2000),Comic Book Villains (2002),Man's Best Friend (1993),"Gas, Food, Lodging (1992)",Let It Ride (1989),"Babe, The (1992)",Kuffs (1992),Leonard Part 6 (1987),"Principal, The (1987)","Adventures of Ford Fairlane, The (1990)",Star Wars: Episode VI - Return of the Jedi (1983),Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Jurassic Park (1993),"Imposter, The (2012)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Matrix, The (1999)",Sin City (2005),Formula 51 (2001),Perfect (1985)
